,Image,Title,Description,Tag,Shop,Price,Status
,C:\Users\Administrator\Desktop\Tool up spreadshirt\file anh\2 PT011117,Shake Those Balls Funny Bingo Lover Shirt,"Shake Those Balls Funny Bingo Lover Shirt Funny gift '' shirt for your lover, husband, wife or friends. Buy custom T shirt, hoodie, sweater, mug with no minimum order required. ",shake those balls, bingo lover gifts, bingo player costume playing, gift bingo player funny, bingo game clothing accessories,SHO10110,16.1,Done
,C:\Users\Administrator\Desktop\Tool up spreadshirt\file anh\1 PT011117.png,I Hug My Cat So I Dont Punch People In The Throat Cat Lover,"I Hug My Cat So I Dont Punch People In The Throat Cat Lover Funny gift '' shirt for your lover, husband, wife or friends. Buy custom T shirt, hoodie, sweater, mug with no minimum order required. ",I hug my cat so I don't punch people in the throat, cat costume accessories, cat clothes women animal, cat clothes plus size, cat funny t shirt,SHO10110,19.69,Done
